x-axis,1,2
second,Volt,Volt
-110.0000E-03,-343.5010565E+00,-214.6199E-03
-109.8900E-03,-54.5563401E+00,+139.6514E-03
-109.7800E-03,-10.5864919E+00,+313.0183E-03
-109.6700E-03,-544.5060767E+00,-229.6953E-03
-109.5600E-03,-299.5312084E+00,-197.0320E-03
-109.4500E-03,-286.9683946E+00,-227.1827E-03
-109.3400E-03,-280.6869877E+00,-237.2330E-03
-109.2300E-03,+403.9863621E+00,+197.4404E-03
-109.1200E-03,+202.9813420E+00,+297.9429E-03
-109.0100E-03,-337.2196497E+00,-159.3435E-03
-108.9000E-03,-168.0142518E+00,-172.0634E-03
-108.7900E-03,-274.7981688E+00,-177.0885E-03
-108.6800E-03,-293.6423894E+00,-214.6199E-03
-108.5700E-03,+240.2771953E+00,+207.3336E-03
-108.4600E-03,-362.3452772E+00,+315.5308E-03
-108.3500E-03,-111.4815899E+00,-212.1074E-03
-108.2400E-03,-205.7026931E+00,-239.9026E-03
-108.1300E-03,-337.2196497E+00,-197.1890E-03
-108.0200E-03,-287.3609826E+00,-202.2142E-03
-107.9100E-03,+102.4788319E+00,+317.8863E-03
-107.8000E-03,-111.0890020E+00,-23.6652E-03
-107.6900E-03,-161.7328450E+00,-186.9817E-03
-107.5800E-03,-400.0337185E+00,-237.2330E-03
-107.4700E-03,-343.5010565E+00,-219.6451E-03
-107.3600E-03,+7.8651408E+00,-58.9981E-03
-107.2500E-03,+774.1967801E+00,+483.7155E-03
-107.1400E-03,-92.6373693E+00,-237.2330E-03
-107.0300E-03,-506.8176354E+00,-141.9126E-03
-106.9200E-03,-368.6266841E+00,-217.1325E-03
-106.8100E-03,-186.8584725E+00,-184.4692E-03
-106.7000E-03,-61.2303349E+00,-134.3750E-03
-106.5900E-03,-255.5613602E+00,-68.8913E-03
-106.4800E-03,-324.6568359E+00,-207.0822E-03
-106.3700E-03,-280.6869877E+00,-144.4252E-03
-106.2600E-03,-193.1398794E+00,-194.6765E-03
-106.1500E-03,-230.8283206E+00,-207.0822E-03
-106.0400E-03,+315.6540779E+00,+554.0672E-03
-105.9300E-03,+265.4028228E+00,+737.4843E-03
-105.8200E-03,-29.8233005E+00,-284.9717E-03
-105.7100E-03,-381.5820857E+00,-252.3084E-03
-105.6000E-03,-268.5167619E+00,-182.1136E-03
-105.4900E-03,-293.2498015E+00,-410.5998E-03
-105.3800E-03,+259.1214160E+00,+131.9567E-03
-105.2700E-03,+52.2275769E+00,+491.2532E-03
-105.1600E-03,-651.2899936E+00,-46.2782E-03
