x-axis,1
second,Volt
-110.0000E-03,+517.3029410E+00
-109.8900E-03,-852.0437587E+00
-109.7800E-03,-3.6221441926E+03
-109.6700E-03,+781.1220299E+00
-109.5600E-03,+523.5843479E+00
-109.4500E-03,+504.7401272E+00
-109.3400E-03,+492.1773135E+00
-109.2300E-03,-431.1894978E+00
-109.1200E-03,-1.3357120885E+03
-109.0100E-03,+366.5491759E+00
-108.9000E-03,+410.5190240E+00
-108.7900E-03,+485.8959066E+00
-108.6800E-03,+511.0215341E+00
-108.5700E-03,-2.6171190919E+03
-108.4600E-03,-1.6878634616E+03
-108.3500E-03,+404.2376171E+00
-108.2400E-03,+548.3173874E+00
-108.1300E-03,+542.0359806E+00
-108.0200E-03,+435.6446515E+00
-107.9100E-03,-2.4098326648E+03
-107.8000E-03,+278.2168916E+00
-107.6900E-03,+730.4781870E+00
-107.5800E-03,+542.0359806E+00
-107.4700E-03,+535.7545737E+00
-107.3600E-03,+523.5843479E+00
-107.2500E-03,-2.5166165818E+03
-107.1400E-03,+554.5987943E+00
-107.0300E-03,+623.6942700E+00
-106.9200E-03,+467.0516859E+00
-106.8100E-03,+542.0359806E+00
-106.7000E-03,-1.2728980197E+03
-106.5900E-03,-3.2201341523E+03
-106.4800E-03,+736.7595938E+00
-106.3700E-03,+391.6748034E+00
-106.2600E-03,+516.9103530E+00
-106.1500E-03,+523.1917599E+00
-106.0400E-03,-1.0153603376E+03
-105.9300E-03,-777.0594641E+00
-105.8200E-03,+805.8550695E+00
-105.7100E-03,+416.8004309E+00
-105.6000E-03,+560.8802012E+00
-105.4900E-03,+529.8657547E+00
-105.3800E-03,-3.2703854073E+03
-105.2700E-03,-544.6474096E+00
-105.1600E-03,+473.3330928E+00
-105.0500E-03,+479.6144997E+00
-104.9400E-03,+567.1616081E+00
-104.8300E-03,-98.2749332E+00
-104.7200E-03,-2.8055612982E+03
-104.6100E-03,+1.0571113447E+03
-104.5000E-03,+328.8607346E+00
-104.3900E-03,+573.4430150E+00
-104.2800E-03,+523.5843479E+00
-104.1700E-03,-161.0890020E+00
-104.0600E-03,-1.6560638393E+03
-103.9500E-03,+554.5987943E+00
-103.8400E-03,+473.3330928E+00
-103.7300E-03,+560.8802012E+00
-103.6200E-03,+523.5843479E+00
-103.5100E-03,-2.0015412177E+03
-103.4000E-03,-2.0266668452E+03
-103.2900E-03,+416.4078430E+00
-103.1800E-03,+573.4430150E+00
-103.0700E-03,+523.5843479E+00
-102.9600E-03,+516.9103530E+00
-102.8500E-03,-1.5995311774E+03
-102.7400E-03,-312.2353550E+00
-102.6300E-03,+617.4128631E+00
-102.5200E-03,+511.0215341E+00
-102.4100E-03,+504.7401272E+00
-102.3000E-03,+554.5987943E+00
-102.1900E-03,-2.4914909543E+03
-102.0800E-03,+177.7143816E+00
-101.9700E-03,+460.7702791E+00
-101.8600E-03,+435.6446515E+00
-101.7500E-03,+516.9103530E+00
-101.6400E-03,-638.4759248E+00
-101.5300E-03,-2.9123452152E+03
-101.4200E-03,+881.2319521E+00
-101.3100E-03,+536.1471616E+00
-101.2000E-03,+548.3173874E+00
-101.0900E-03,+516.9103530E+00
-100.9800E-03,-537.9734148E+00
-100.8700E-03,-400.1750513E+00
-100.7600E-03,+950.3274277E+00
-100.6500E-03,+510.6289462E+00
-100.5400E-03,+523.1917599E+00
-100.4300E-03,+492.1773135E+00
-100.3200E-03,-2.0706366933E+03
-100.2100E-03,-921.5318223E+00
-100.1000E-03,+146.6999351E+00
-99.9900E-03,+391.6748034E+00
-99.8800E-03,+473.3330928E+00
-99.7700E-03,+473.3330928E+00
-99.6600E-03,-2.1020437277E+03
-99.5500E-03,-236.8584725E+00
-99.4400E-03,+341.4235484E+00
-99.3300E-03,+535.7545737E+00
-99.2200E-03,+473.3330928E+00
-99.1100E-03,-117.1191538E+00
-99.0000E-03,-1.5053100742E+03
-98.8900E-03,+598.5686425E+00
-98.7800E-03,+573.4430150E+00
-98.6700E-03,+485.5033187E+00
-98.5600E-03,+460.7702791E+00
-98.4500E-03,-902.2950138E+00
-98.3400E-03,-1.5869683636E+03
-98.2300E-03,+202.8400091E+00
-98.1200E-03,+504.3475393E+00
-98.0100E-03,+435.6446515E+00
-97.9000E-03,+441.9260584E+00
-97.7900E-03,-1.0153603376E+03
-97.6800E-03,-978.0644843E+00
-97.5700E-03,+535.7545737E+00
-97.4600E-03,+466.6590980E+00
-97.3500E-03,+460.3776911E+00
-97.2400E-03,+435.2520636E+00
-97.1300E-03,-1.9136015214E+03
-97.0200E-03,+202.8400091E+00
-96.9100E-03,+454.0962843E+00
-96.8000E-03,+366.5491759E+00
-96.6900E-03,+428.9706567E+00
-96.5800E-03,+416.8004309E+00
-96.4700E-03,-2.0203854383E+03
-96.3600E-03,+215.4028228E+00
-96.2500E-03,+560.8802012E+00
-96.1400E-03,+397.9562103E+00
-96.0300E-03,+428.9706567E+00
-95.9200E-03,-380.9382428E+00
-95.8100E-03,-1.2980236472E+03
-95.7000E-03,+837.2621039E+00
-95.5900E-03,+491.7847255E+00
-95.4800E-03,+391.2822155E+00
-95.3700E-03,+397.5636223E+00
-95.2600E-03,-336.9683946E+00
-95.1500E-03,-607.4614784E+00
-95.0400E-03,+516.9103530E+00
-94.9300E-03,+284.8908864E+00
-94.8200E-03,+372.4379948E+00
-94.7100E-03,+366.5491759E+00
-94.6000E-03,-1.7125965012E+03
-94.4900E-03,-758.2152435E+00
-94.3800E-03,+410.1264361E+00
-94.2700E-03,+322.5793277E+00
-94.1600E-03,+359.8751811E+00
-94.0500E-03,+297.4537002E+00
-93.9400E-03,-1.3168678678E+03
-93.8300E-03,+378.7194017E+00
-93.7200E-03,+259.7652589E+00
-93.6100E-03,+297.4537002E+00
-93.5000E-03,+341.4235484E+00
-93.3900E-03,+234.6396314E+00
-93.2800E-03,-889.7322000E+00
-93.1700E-03,+416.4078430E+00
-93.0600E-03,+385.0008086E+00
-92.9500E-03,+353.5937742E+00
-92.8400E-03,+334.7495535E+00
-92.7300E-03,-958.8276757E+00
-92.6200E-03,-820.6367243E+00
-92.5100E-03,+743.0410007E+00
-92.4000E-03,+347.3123673E+00
-92.2900E-03,+303.3425191E+00
-92.1800E-03,+297.4537002E+00
-92.0700E-03,+96.4486801E+00
-91.9600E-03,+466.6590980E+00
-91.8500E-03,+165.1515678E+00
-91.7400E-03,+127.8557145E+00
-91.6300E-03,+266.0466658E+00
-91.5200E-03,+284.8908864E+00
