x-axis,1,2
second,Volt,Volt
-110.0000E-03,-128.6039E-03,+33.6841E-03
-109.8900E-03,-64.5336E-03,-443.7029E-03
-109.7800E-03,+122.6524E-03,-1.8884265E+00
-109.6700E-03,+37.2252E-03,+398.0057E-03
-109.5600E-03,+3.3056E-03,+310.0660E-03
-109.4500E-03,-182.6240E-03,-54.2556E-03
-109.3400E-03,-70.8150E-03,+134.1866E-03
-109.2300E-03,+10.8433E-03,+222.1263E-03
-109.1200E-03,+376.4212E-03,-619.5823E-03
-109.0100E-03,-209.0059E-03,-142.1953E-03
-108.9000E-03,+47.1970E-03,+447.4717E-03
-108.7900E-03,-97.1969E-03,+233.9039E-03
-108.6800E-03,-108.5819E-03,+96.4981E-03
-108.5700E-03,+333.6291E-03,-1.2728486E+00
-108.4600E-03,+279.6875E-03,-1.8130496E+00
-108.3500E-03,+166.6222E-03,+46.2469E-03
-108.2400E-03,-193.9306E-03,-54.2556E-03
-108.1300E-03,-36.9739E-03,+296.7180E-03
-108.0200E-03,-116.0411E-03,+158.5270E-03
-107.9100E-03,+341.1668E-03,-694.9592E-03
-107.8000E-03,+126.4212E-03,-469.6137E-03
-107.6900E-03,+25.9187E-03,+45.4617E-03
-107.5800E-03,-247.9507E-03,-104.5069E-03
-107.4700E-03,-124.8351E-03,+21.1212E-03
-107.3600E-03,-129.8602E-03,+121.6238E-03
-107.2500E-03,+264.5336E-03,-1.6874215E+00
-107.1400E-03,+338.6542E-03,+321.8436E-03
-107.0300E-03,+45.9407E-03,+547.9743E-03
-106.9200E-03,-64.6121E-03,+321.8436E-03
-106.8100E-03,-113.6071E-03,+171.0898E-03
-106.7000E-03,+160.2623E-03,-393.4516E-03
-106.5900E-03,+250.7145E-03,-2.0391803E+00
-106.4800E-03,-211.5185E-03,-67.6036E-03
-106.3700E-03,-172.5738E-03,+171.8750E-03
-106.2600E-03,-122.3225E-03,+146.7494E-03
-106.1500E-03,-114.8633E-03,+208.7783E-03
-106.0400E-03,-21.8985E-03,-481.3913E-03
-105.9300E-03,+289.7378E-03,-796.2469E-03
-105.8200E-03,-50.7145E-03,-42.4780E-03
-105.7100E-03,-54.5618E-03,+208.7783E-03
-105.6000E-03,-112.3508E-03,+83.9353E-03
-105.4900E-03,-142.4230E-03,+96.4981E-03
-105.3800E-03,+352.4733E-03,-1.4989793E+00
-105.2700E-03,+190.4915E-03,-1.1480056E+00
-105.1600E-03,+137.7277E-03,+510.2858E-03
-105.0500E-03,-157.4984E-03,+159.3122E-03
-104.9400E-03,-63.3558E-03,+334.4064E-03
